Student_ID,Class_ID,Name,Gender,Date_of_Birth,State of Origin,engagement_in_class,health_condition,Class Spec
c958e75e-21d5-4971-b367-49b52cf6bf75,SS2 Class F,"Chikere, Chizoba",Male,2009-01-26,Katsina,Highly active,Ulcer,Art
5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,SS2 Class D,"Ejiro, Alaba",Female,2006-10-19,Cross River,Active,None,Science
45c45a3e-e9da-484a-8075-9f1f87e5f0fe,SS2 Class C,"Ademola, Chibueze",Female,2009-08-27,Oyo,Active,None,Science
e9ff1cae-41c8-4a8c-aa1f-955ad499da99,SS2 Class E,"Chijioke, Opeyemi",Female,2008-04-01,Lagos,Slightly active,Ulcer,Art
f7a67b94-7b5a-411a-b1b6-4afed31edf1a,SS2 Class D,"Enitan, Toyin",Female,2010-03-18,Delta,Troublesome,Ulcer,Science
ded255d0-bf1e-4366-8b8e-63d4ce7607ad,SS2 Class C,"Oyibo, Adeola",Female,2007-12-22,Bayelsa,Troublesome,None,Art
77e490c7-1d7b-4313-8de2-2f1c56b60afc,SS1 Class E,"Dada, Dayo",Female,2008-07-20,Bauchi,Troublesome,None,Art
c1101266-2408-46dc-9346-d1a9f6802cdb,SS2 Class B,"Olumide, Kelechi",Male,2007-01-13,Edo,Slightly active,None,Art
ad238d36-dc32-4c97-b9c1-e262f76c8ede,SS2 Class A,"Toyin, Ikechukwu",Male,2008-04-18,Ebonyi,Slightly active,None,Science
65bcc272-fadd-4ea3-aca5-e2fdb966442a,SS3 Class F,"Ugochukwu, Ekene",Female,2007-04-06,Plateau,Troublesome,None,Science
8eac0a33-cdf9-44a7-9882-b5c1f79efd70,SS2 Class F,"Adebayo, Inyene",Female,2008-10-13,Cross River,Troublesome,Dyslexia,Science
6502d6a2-ca6a-4224-971e-16cc5da36f1b,SS3 Class C,"Ugochukwu, Iniobong",Female,2007-06-13,Imo,Troublesome,None,Art
1fa382e8-895c-4d99-83b3-8eb403902c5d,SS1 Class E,"Iniobong, Akpan",Male,2009-12-08,Ondo,Highly active,None,Science
bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,SS1 Class A,"Adeola, Oluwaseyi",Male,2010-06-05,Abia,Unactive,None,Science
618ae305-95a5-4afa-831d-029fac1e86d8,SS1 Class D,"Efemena, Amadi",Female,2010-05-29,Osun,Highly active,Ulcer,Science
5f18e583-f0b6-483f-a377-f6f1d289f0ab,SS2 Class A,"Chibueze, Adegoke",Male,2010-04-07,Akwa Ibom,Unactive,Epilepsy,Science
78b2b549-3bdb-409e-acc2-16a01bbc91f7,SS2 Class F,"Oluwatoyin, Chisom",Female,2008-11-21,Cross River,Slightly active,Dyslexia,Science
f1738856-e25d-46eb-9e9a-9f83066803ee,SS3 Class E,"Ekwueme, Idowu",Female,2010-06-24,Benue,Troublesome,None,Art
9c2e58de-ea4e-4617-93f8-382b8fb864e4,SS3 Class B,"Chimezie, Olumide",Female,2009-11-20,FCT,Active,None,Science
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,SS1 Class C,"Uzoma, Ekundayo",Male,2010-10-05,Sokoto,Unactive,None,Art
b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,SS2 Class C,"Inyene, Kayin",Male,2009-11-09,Kaduna,Highly active,None,Art
1dde7969-6886-43db-a634-8e784d5c55c7,SS2 Class F,"Ɗanladi, Ibrahim",Male,2008-10-19,Zamfara,Highly active,None,Art
0986bbeb-f23e-423d-8b9b-d93423c86d30,SS1 Class F,"Fumnanya, Oluwafemi",Female,2009-12-05,Katsina,Slightly active,None,Art
1dba1267-7e1c-45a1-bef5-18a64dead645,SS3 Class A,"Ikenna, Ahmadu",Female,2009-09-07,Cross River,Unactive,None,Science
899ca782-e323-4d1a-bc1b-dacc18e19331,SS3 Class D,"Ife, Tochukwu",Female,2007-12-17,Anambra,Troublesome,None,Science
5efa9c5b-7421-4f46-a37e-4b0122bae10e,SS3 Class E,"Efemena, Olufemi",Male,2006-10-16,Anambra,Unactive,None,Art
b24cc64f-be3e-4e57-b30a-9e32aba4fc03,SS3 Class B,"Chinwendu, Ayotunde",Male,2007-10-17,Katsina,Highly active,None,Art
965befdf-6b4b-4411-8a4a-0e2df22b5b98,SS3 Class A,"Lawali, Efe",Male,2009-12-15,Akwa Ibom,Troublesome,None,Science
e2aa7a5d-278e-400d-ba02-66efbe055787,SS1 Class A,"Otobong, Adekunle",Male,2008-02-21,Kebbi,Active,None,Art
d56ce8ea-1959-4b5a-a7a8-f6366a35df59,SS2 Class B,"Ejike, Okoro",Female,2008-08-18,Ondo,Slightly active,None,Art
f065c817-687a-4850-9d9b-62317d45d8ef,SS1 Class B,"Uduakobong, Chibueze",Male,2007-05-03,Taraba,Slightly active,None,Science
b0b63bcf-0860-4833-879d-0cdaf396ea37,SS3 Class B,"Chukwuemeka, Abubakar",Female,2010-07-02,Imo,Slightly active,None,Art
71d79665-7181-4dcf-b79e-fc6e5edb0d3c,SS2 Class D,"Chikere, Chimezie",Male,2009-04-05,Adamawa,Troublesome,Ulcer,Science
5cd8fe1a-dafe-48a9-bc71-e0bef3579560,SS2 Class F,"Yalwa, Afolabi",Female,2007-05-29,Osun,Active,None,Art
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,SS3 Class E,"Chinweuba, Chi",Female,2010-05-17,Enugu,Troublesome,None,Art
a5135ea0-fa53-434d-a6d5-901d8b621d41,SS1 Class E,"Akuchi, Ɗanjuma",Male,2007-11-30,Kano,Active,None,Science
46a02a9b-65ec-4acd-8f80-35f55bd20c98,SS2 Class A,"Dada, Tochukwu",Male,2008-07-01,Rivers,Unactive,None,Science
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,SS2 Class F,"Ifeanyi, Itoro",Male,2007-04-08,Ebonyi,Troublesome,None,Science
1777e8cb-7468-4b98-92fe-2fded918b3e5,SS3 Class A,"Chibueze, Akachi",Male,2010-09-12,Lagos,Unactive,None,Science
a3b5cece-a446-4e72-b64c-911aa9ab364a,SS3 Class D,"Kayode, Enitan",Female,2010-06-13,Plateau,Troublesome,None,Science
0cf2b69b-0577-4ea9-b899-924698de8ebb,SS1 Class E,"Adegoke, Lekan",Female,2007-01-12,Abia,Slightly active,None,Art
fd235def-3e5a-47e3-9560-db22c96b5edb,SS3 Class E,"Chinweuba, Folami",Male,2010-06-17,Kano,Active,None,Science
34885a46-9088-4eaf-8977-6598203c8c25,SS1 Class E,"Aliyu, Tochukwu",Female,2008-10-31,Kogi,Active,None,Art
8de08fc2-c3e1-4a85-946e-f10411906f50,SS1 Class B,"Chinweike, Babatunde",Male,2009-03-16,Jigawa,Unactive,None,Science
d0243d72-3748-467f-961d-33ba350843f0,SS2 Class E,"Musa, Adedayo",Female,2007-03-23,Delta,Unactive,None,Art
c63d04ee-541c-4a86-bba5-cd2fdea45c19,SS3 Class A,"Efemena, Bukar",Male,2007-04-07,FCT,Unactive,None,Art
989240ac-e689-43a9-89e4-8e8c25c61c45,SS1 Class C,"Nnamdi, Chidiebube",Female,2009-10-13,Benue,Slightly active,None,Art
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,SS1 Class B,"Itoro, Idowu",Female,2008-01-11,Anambra,Highly active,None,Science
8a4b8f7c-2147-4a15-bcce-96f6250a4578,SS2 Class B,"Chima, Taiwo",Female,2009-12-31,Zamfara,Unactive,None,Science
1c24220e-2cab-47e7-8c6b-66e5402adf9c,SS2 Class E,"Ayo, Oni",Female,2007-06-28,Plateau,Active,None,Art
21bddb41-0699-4731-9dcf-8766a93b12cd,SS2 Class C,"Olabode, Azubuike",Male,2007-09-26,Ekiti,Active,None,Science
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,SS2 Class F,"Olusola, Lawali",Male,2008-10-14,Bauchi,Highly active,None,Art
040a3aae-52e2-4fd9-96bf-10ab3ce915e7,SS2 Class D,"Azubuike, Ayokunle",Male,2008-02-01,Bauchi,Slightly active,None,Science
20733f6d-0d6a-45b3-83ef-20162c9b662e,SS3 Class F,"Chinweuba, Ayo",Male,2010-04-15,Delta,Active,None,Art
1d181ee9-86ad-4a8c-abc4-123ebde13c1b,SS2 Class C,"Tochukwu, Adebowale",Female,2008-11-08,Osun,Active,Dyslexia,Art
72c22a16-79eb-4168-9045-56e5bee3eb79,SS2 Class F,"Olumide, Chigozie",Female,2007-03-20,FCT,Slightly active,Ulcer,Art
97fa7f04-8363-4007-9cae-9610c72c1fe3,SS1 Class B,"Lekan, Efemena",Male,2006-10-31,Benue,Active,None,Art
38b77c07-80fb-4296-b3b6-a09b1beaf6ac,SS3 Class C,"Emem, Olabode",Male,2007-12-06,Zamfara,Highly active,Dyslexia,Science
ba2c98ce-0b19-488e-9d77-a45ef206c269,SS1 Class C,"Ifeanyi, Haruna",Female,2010-03-18,FCT,Unactive,None,Art
a8addf36-ddf2-45eb-a8a3-f341c8819065,SS1 Class D,"Oghenekaro, Yaƙubu",Male,2007-08-18,Adamawa,Active,None,Art
a4b1f991-7542-4646-8d37-a539857dd3b3,SS2 Class C,"Obinna, Ɗanladi",Female,2009-01-27,Kano,Highly active,None,Science
ffa361be-0f92-40e1-87f9-7d05f6ca6b8b,SS3 Class C,"Alhaji, Iniobong",Female,2008-03-24,Anambra,Highly active,Asthma,Science
6d204496-66d0-4371-98e8-8ebb7a9e8eef,SS2 Class A,"Rabiu, Chisom",Male,2007-06-12,Ebonyi,Slightly active,None,Science
b65feea9-7d82-4264-9ba3-62e7afa415e5,SS1 Class B,"Tochukwu, Ayuba",Female,2010-02-16,Rivers,Slightly active,None,Art
e63658c9-12d0-498d-b18d-4d05e8e22743,SS3 Class F,"Rabiu, Olujimi",Male,2008-10-18,Gombe,Unactive,None,Art
25f934bf-9bb9-4155-9275-eb9414aeaf5c,SS1 Class D,"Yalwa, Folami",Female,2010-08-01,Benue,Slightly active,Dyslexia,Science
9fd34579-4667-42ce-a04e-178c10d08d11,SS1 Class D,"Okafor, Abiola",Female,2008-06-27,Cross River,Active,None,Art
b64fa54a-8c61-4654-95da-75c1a21150f9,SS1 Class B,"Aliyu, Olu",Female,2006-11-03,Ebonyi,Unactive,None,Science
98eeac2b-fe9f-4caa-a182-f347533f5a72,SS1 Class A,"Chisom, Ime",Male,2010-02-13,Ondo,Unactive,None,Science
816bcb9f-7426-4193-8b7e-6b3c87d292a6,SS1 Class C,"Olabode, Ɗanladi",Male,2008-05-09,Benue,Highly active,Ulcer,Art
cb08587d-1963-426d-ae21-8b099afd4015,SS1 Class E,"Mamman, Akpan",Male,2007-06-09,Zamfara,Active,None,Art
a79b44b6-da50-4fed-9d4a-3d81b3a7d0e0,SS2 Class D,"Ademola, Adedayo",Male,2007-04-05,Taraba,Unactive,Asthma,Science
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,SS1 Class B,"Yaƙubu, Musa",Female,2010-05-13,Borno,Slightly active,None,Art
6e191042-370b-4063-9d90-e79eb888f6ed,SS1 Class F,"Bello, Adeola",Female,2010-08-12,Bayelsa,Unactive,None,Science
69efafb1-3a7e-4e14-a359-eee173991a47,SS2 Class B,"Oyibo, Ikechukwu",Male,2010-03-19,Ogun,Troublesome,Epilepsy,Science
66132e69-7418-4109-93d1-bf0f56c438e4,SS2 Class A,"Onyeka, Ola",Female,2008-07-04,Kogi,Highly active,None,Science
50032b35-1857-4baf-bac7-e2b96a7e4c36,SS3 Class A,"Uchenna, Ibrahim",Female,2010-02-07,Kogi,Highly active,None,Art
4140752c-aa44-4259-9001-8b7b6d4067f4,SS1 Class D,"Enitan, Okoro",Male,2009-07-14,Benue,Highly active,None,Science
afd380c4-2713-482c-b41e-a3ac5fd23109,SS1 Class E,"Adebayo, Ime",Male,2007-05-23,Kano,Highly active,None,Science
175a81ec-112f-4612-b969-9ed2ec48bf55,SS3 Class B,"Muhammadu, Abiola",Male,2007-03-05,Abia,Active,Ulcer,Art
6e8f75a1-17dd-4d81-95da-705cd4ef00aa,SS2 Class B,"Olu, Ugochukwu",Female,2010-01-26,Benue,Active,None,Science
5f65c8ce-bd21-4c11-be9d-61ee18b87245,SS1 Class E,"Tunde, Chinwendu",Male,2007-06-14,Imo,Highly active,Dyslexia,Science
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,SS3 Class F,"Akpofure, Afolabi",Female,2008-06-25,Kwara,Troublesome,Dyslexia,Art
8fca7b6a-8fc4-4092-b4e5-59e596229348,SS3 Class A,"Kayin, Fumnanya",Male,2010-09-09,Anambra,Slightly active,None,Science
692ac139-1f4a-4ca1-ab85-fd595463adc7,SS1 Class A,"Ebuka, Uduak",Male,2009-08-12,Zamfara,Highly active,None,Art
f0ede303-aa53-419c-9fa4-bb9f5a856750,SS1 Class D,"Uzochi, Tunde",Male,2009-01-03,Yobe,Troublesome,None,Art
ea74bb18-de3b-496f-ac45-96f6c012a0ff,SS1 Class E,"Itoro, Ogochukwu",Female,2010-01-06,Enugu,Troublesome,None,Science
49a214ae-f7e8-48e5-8d2b-91efb8976ec5,SS2 Class B,"Ademola, Lekan",Male,2007-05-25,FCT,Slightly active,Dyslexia,Art
1a85910d-5a05-4c11-8ffc-a6b199b479d4,SS3 Class B,"Bitrus, Segun",Male,2008-11-08,Benue,Troublesome,None,Science
279c658a-3676-4ce5-81e5-c9f693f277cc,SS2 Class C,"Oghenero, Olufemi",Female,2009-01-11,Enugu,Slightly active,None,Science
d8e7012f-3968-4c81-bb70-c3b8a81fdec3,SS3 Class F,"Aliyu, Chiemeka",Male,2010-01-11,Ekiti,Active,Dyslexia,Art
8e676a01-d86a-4460-99a1-120e1bb43332,SS1 Class E,"Efemena, Abioye",Female,2007-01-29,Bayelsa,Highly active,None,Science
47503f1d-c33a-4f6c-9d69-1fba5e187b24,SS3 Class F,"Onyekachi, Ɗanjuma",Female,2008-10-05,Oyo,Unactive,None,Art
6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,SS2 Class F,"Usman, Chikere",Male,2009-01-11,Rivers,Troublesome,None,Science
c4767556-f97b-42dd-8f9b-72aed85c16bd,SS2 Class C,"Oghenekevwe, Jatau",Male,2009-08-21,Osun,Slightly active,None,Art
accb461a-9d13-4363-9f29-4a8bd1846c39,SS2 Class A,"Ademola, Balarabe",Male,2009-02-16,Kano,Active,None,Art
9be71737-06b8-4231-8e86-7f3ca487eeab,SS1 Class D,"Ogochukwu, Lekan",Female,2008-02-03,Nasarawa,Troublesome,None,Art
b18753e6-d457-4ad9-a867-a096edd877c8,SS3 Class B,"Okorie, Bitrus",Male,2007-06-04,Kebbi,Highly active,None,Science
45f50c52-2e2f-4f77-8769-79d644777442,SS1 Class D,"Ugochukwu, Kayode",Female,2009-06-07,Yobe,Active,None,Art
ebe9e207-4f19-4ec0-832d-4526b3e4110a,SS3 Class F,"Chibuzo, Chimezie",Female,2008-11-29,Sokoto,Active,Dyslexia,Science
2e709838-0190-4620-99dc-abd056febfb9,SS3 Class E,"Oluwaseyi, Usman",Female,2007-06-01,Kaduna,Highly active,None,Science
a847bce7-90fa-4b57-a4ac-2130deaf528d,SS1 Class F,"Onyekachi, Amadi",Male,2007-11-12,Plateau,Unactive,None,Science
bdb025ff-2451-45a4-91d0-59b26699cd99,SS3 Class F,"Ndidi, Alhaji",Male,2009-09-18,Kaduna,Highly active,None,Science
177d6e7e-07d9-44ce-b8c8-8faea2178f84,SS3 Class C,"Oghenekaro, Salisu",Female,2007-08-11,Plateau,Troublesome,None,Art
604e46cb-3712-42d1-87cd-b6a1bf012e32,SS2 Class E,"Ndidi, Okonkwo",Male,2009-04-28,Nasarawa,Slightly active,None,Art
284bf962-5744-4596-b422-21676b7a2460,SS2 Class B,"Chisom, Oyibo",Male,2007-06-19,Oyo,Troublesome,Ulcer,Science
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,SS1 Class E,"Okafor, Chukwuma",Male,2008-10-21,Edo,Troublesome,None,Art
98a21f1c-914d-4fae-b100-13a7c6deb2f0,SS2 Class C,"Chinwendu, Segun",Male,2008-04-01,Bauchi,Slightly active,None,Art
27d415b6-0d77-45a0-a222-b6a615bfbe97,SS2 Class F,"Taiwo, Chibuzo",Male,2007-06-12,Enugu,Unactive,Ulcer,Art
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,SS2 Class D,"Obinna, Ejike",Female,2007-04-29,Akwa Ibom,Unactive,None,Science
716fda0a-45a8-4829-94e2-86e5ac8936bc,SS3 Class A,"Afolabi, Adebayo",Female,2008-11-28,Cross River,Unactive,Dyslexia,Art
9b69554d-7c54-435f-ac8c-3b6aa974d079,SS3 Class C,"Ayotunde, Onyekachukwu",Female,2010-05-20,Zamfara,Highly active,None,Art
372f871a-45ee-432d-aa07-f2137129cec7,SS3 Class F,"Olayinka, Chimezie",Male,2008-08-19,Bayelsa,Highly active,Asthma,Art
585d3f86-1d23-44e6-8329-20b7c143f426,SS1 Class B,"Okoro, Ndidi",Male,2008-11-19,Kaduna,Unactive,None,Science
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,SS2 Class B,"Ahmadu, Ige",Male,2009-02-22,Akwa Ibom,Troublesome,None,Science
86e52753-7c93-46cc-97d7-a560adb14670,SS3 Class C,"Chika, Adebola",Male,2009-10-16,Benue,Troublesome,None,Science
3873e57f-0ba0-48e8-8ef4-92c1aac93316,SS2 Class E,"Obi, Yalwa",Male,2006-12-31,FCT,Slightly active,Dyslexia,Science
0e0630cd-996d-4c50-bc04-a168652ffb49,SS3 Class C,"Chidike, Uzoma",Male,2008-02-12,Bayelsa,Unactive,None,Science
f200c261-4d29-41ab-b455-12f701f7c7ec,SS3 Class D,"Babatunde, Kayode",Male,2007-06-28,Osun,Highly active,Dyslexia,Art
c3a00c6f-2321-41e1-8471-04c036136e15,SS3 Class B,"Nnamdi, Kelechi",Female,2008-10-17,Jigawa,Unactive,Dyslexia,Art
1eb74b56-53ff-43a2-8a19-35014169b9fc,SS2 Class F,"Muhammadu, Obi",Female,2007-11-11,Kwara,Highly active,None,Science
6e3f683a-bf3c-4140-bf54-a51101fa964e,SS2 Class D,"Femi, Uche",Female,2010-08-18,Zamfara,Unactive,None,Science
88575117-6155-4667-a112-507c2cfa55b0,SS1 Class B,"Yalwa, Ufuoma",Male,2007-12-17,Anambra,Troublesome,None,Art
8f0881ee-8011-416b-bae8-8926b423ccde,SS2 Class B,"Ibrahim, Oghenekaro",Female,2007-11-24,Lagos,Unactive,None,Art
5aaab32f-ce63-42b6-ab05-347fd556b37d,SS3 Class F,"Abubakar, Onyekachi",Male,2009-10-25,Plateau,Highly active,Dyslexia,Art
bdf66ba5-dc9c-46de-a5a6-74c212738a23,SS2 Class D,"Chikelu, Nonso",Male,2008-01-15,Borno,Troublesome,None,Science
75b27455-04cc-4ede-afac-16730ad45230,SS1 Class B,"Adekunle, Chizoba",Female,2008-11-07,Kaduna,Slightly active,None,Science
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,SS2 Class B,"Lekan, Ndidi",Female,2007-12-13,Edo,Slightly active,None,Science
67884209-92ca-425a-ade5-93329364f3d0,SS3 Class C,"Ɗanladi, Olujimi",Male,2007-01-11,Bauchi,Slightly active,None,Art
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,SS2 Class F,"Uzochi, Shehu",Female,2007-12-18,Benue,Highly active,None,Art
f758dce2-0556-4aea-a7b0-32831d7c0098,SS3 Class A,"Adetokunbo, Salisu",Male,2006-10-18,Ogun,Active,None,Art
f296d9f0-cd23-42c2-abff-e17b532401fc,SS2 Class F,"Akachi, Chijindum",Female,2009-08-28,Jigawa,Troublesome,None,Art
b08a4895-d4ff-4666-b5c8-e90d9e3d750d,SS3 Class C,"Ifeanyi, Balarabe",Female,2008-09-28,Bauchi,Troublesome,None,Art
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,SS2 Class F,"Abubakar, Eniola",Female,2007-01-21,Adamawa,Troublesome,None,Art
6f887f28-3e49-4d09-9b19-d8b8d8302081,SS2 Class C,"Chukwuemeka, Efemena",Male,2006-11-23,Jigawa,Troublesome,None,Art
1422373f-8622-48d1-a683-e10796c044d0,SS3 Class C,"Chidiebube, Oghenekaro",Female,2008-12-05,Kogi,Troublesome,None,Art
beed10b6-4f6e-474b-9eda-b0276550f74a,SS3 Class D,"Segun, Afolabi",Female,2007-08-04,Lagos,Active,None,Art
c77444cb-5543-4c3c-b8b8-f24e56ea57b3,SS3 Class D,"Umukoro, Abimbola",Male,2008-10-18,Taraba,Active,None,Art
a21b0307-82af-485c-938d-994c2b0abedd,SS3 Class F,"Lekan, Toyin",Female,2009-07-27,Ondo,Active,None,Art
31a3ac4d-828c-47e7-87d5-b7be1d30d990,SS2 Class E,"Olabode, Ademola",Female,2007-09-18,Kogi,Highly active,None,Science
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,SS2 Class D,"Olu, Aminu",Female,2009-05-22,Benue,Troublesome,Dyslexia,Science
a53bc024-d1a6-4d87-b54e-2019ba35844e,SS2 Class D,"Oluwatoyin, Olawale",Female,2008-10-04,Zamfara,Slightly active,Dyslexia,Science
1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,SS1 Class E,"Onyekachi, Ɗanladi",Female,2008-03-24,Ebonyi,Unactive,None,Science
2c6a6e9a-3280-47a1-8187-222b257d5e52,SS1 Class D,"Akachi, Alaba",Male,2008-07-01,Ogun,Highly active,None,Art
c257cf73-c29d-482b-a722-796e9a36d1ec,SS3 Class C,"Eniola, Oluwatoyin",Female,2007-06-05,Bayelsa,Troublesome,None,Science
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,SS3 Class F,"Ebuka, Abubakar",Female,2008-09-24,Kano,Highly active,None,Art
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,SS1 Class C,"Chuks, Chidike",Female,2007-01-12,Sokoto,Highly active,None,Science
9458054e-c287-4f06-9050-f7efc1235c91,SS1 Class A,"Chibuzo, Oluwaseyi",Female,2007-09-16,Bayelsa,Highly active,None,Science
e1cde87f-ec95-4f87-ae5e-c36572eb7474,SS2 Class F,"Uduakobong, Adekunle",Male,2009-11-18,Cross River,Highly active,None,Science
fc8d5b93-a2a2-491f-a49b-1cd99082889b,SS3 Class E,"Ikenna, Chukwudi",Male,2007-09-20,Ebonyi,Active,None,Science
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,SS2 Class E,"Rabiu, Itoro",Female,2007-01-07,Plateau,Slightly active,Ulcer,Science
70944bdb-26a5-44e3-90ee-7a92a09151e0,SS1 Class A,"Ayodele, Olayinka",Male,2010-03-20,Adamawa,Highly active,None,Art
a1a27485-7134-4c2a-b80b-3657117b355b,SS2 Class E,"Uzoma, Lawali",Female,2008-09-18,Ondo,Slightly active,None,Art
97674900-4651-4367-8bdc-43184d85a3d2,SS2 Class C,"Ade, Chidiebube",Female,2010-10-05,Ogun,Troublesome,None,Science
12fe28bf-81e0-4489-9a18-e2a30e614bcd,SS2 Class D,"Chika, Ayomide",Female,2010-08-14,Ondo,Active,Dyslexia,Art
09a0a0f6-73b0-4091-b634-c1694f76e388,SS2 Class C,"Chibuike, Kayode",Male,2008-09-01,Katsina,Active,None,Science
497de16d-d4ea-420a-9e65-96540e9058b6,SS2 Class C,"Fumnanya, Otobong",Female,2008-08-23,Kwara,Troublesome,None,Science
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,SS1 Class F,"Okoro, Nnamdi",Male,2009-03-11,Gombe,Troublesome,None,Art
98159d6c-9d71-4084-971d-abf9daf481a7,SS2 Class A,"Okeke, Ese",Female,2008-09-23,Enugu,Unactive,None,Science
949077c2-7674-456f-a26d-719d81cf3252,SS1 Class E,"Ikechukwu, Ige",Male,2007-12-22,Jigawa,Slightly active,None,Art
bd29ede9-cab4-423b-b448-83858de7ad6c,SS3 Class B,"Chika, Abidemi",Male,2007-09-11,Zamfara,Active,None,Art
e8b77f7b-7321-4f6b-8a80-76ece5582e16,SS1 Class D,"Chisom, Shehu",Male,2009-09-21,Oyo,Highly active,None,Science
30307633-a6de-41d8-9258-17b7cf501889,SS1 Class E,"Olanrewaju, Ayokunle",Female,2007-11-27,Kwara,Troublesome,None,Science
80599b93-79c2-42e4-9ae1-a991524f93ff,SS3 Class F,"Nonso, Nnamdi",Female,2007-12-14,Rivers,Troublesome,None,Science
73557b9d-0fd6-447e-b52d-4af2269ed4c9,SS1 Class E,"Ahmadu, Kelechi",Female,2010-06-22,Lagos,Active,None,Art
d65e59dd-e62d-4d06-8f9b-85581a7f195b,SS2 Class F,"Onyeka, Lanre",Female,2008-04-28,Nasarawa,Troublesome,None,Science
15969802-b6dd-4257-bb7d-9f1c57eb89b1,SS2 Class E,"Dayo, Uchenna",Female,2008-12-07,FCT,Unactive,None,Art
0a0537f0-2c2c-422b-a568-95c6812a1f9b,SS2 Class A,"Chisom, Chukwuemeka",Male,2010-07-23,Taraba,Highly active,Epilepsy,Science
fdb1429e-7010-4d13-b526-b22d3f6c21f7,SS1 Class D,"Chikelu, Emem",Male,2007-01-15,Ebonyi,Slightly active,None,Science
9c1c3517-85d2-40a6-8629-5b5d707df251,SS2 Class A,"Eseoghene, Akachi",Female,2009-12-19,Benue,Unactive,None,Art
eafde7d9-5f73-4a3e-9d28-6aa428a39779,SS2 Class E,"Chijindum, Chisom",Female,2009-10-20,Bauchi,Unactive,None,Science
c6435300-68a5-4c68-a32d-bb5e486bb6bf,SS2 Class D,"Segun, Inyene",Female,2010-02-04,Delta,Active,None,Art
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,SS2 Class C,"Chidiebube, Amadi",Male,2008-05-26,Oyo,Slightly active,Dyslexia,Science
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,SS3 Class D,"Ugochukwu, Uduakobong",Female,2007-04-04,Anambra,Highly active,None,Science
8ed6ad5e-1831-4aa3-9466-9d1910df9974,SS1 Class E,"Onyeka, Chika",Female,2006-12-11,Edo,Active,None,Science
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,SS2 Class F,"Chidiegwu, Chukwuma",Male,2007-02-13,Bauchi,Troublesome,None,Science
f6e39356-a814-4562-9a00-3f16b9469bcf,SS2 Class D,"Oghenero, Umukoro",Female,2007-03-05,Anambra,Slightly active,None,Science
267eddce-df8f-4197-9a4a-99b2e806133c,SS1 Class F,"Olu, Salisu",Male,2010-04-23,Zamfara,Unactive,None,Science
a9e27ba9-952e-4abb-94dd-5061555736f8,SS3 Class F,"Hamisu, Adedayo",Female,2008-09-26,Delta,Unactive,None,Science
4f6b58c8-598d-4aec-aaaf-e5432434a678,SS2 Class C,"Lawali, Iniobong",Male,2007-12-30,Gombe,Unactive,None,Art
a981b098-b2cf-452d-a7f3-33b3f7baf55e,SS2 Class F,"Okorie, Chinwendu",Male,2010-02-08,Bauchi,Troublesome,Dyslexia,Science
b576255e-9854-4f22-a102-f9c964575bc4,SS3 Class C,"Adebayo, Chijioke",Female,2007-01-18,Kogi,Active,None,Science
8f158449-4f40-422f-95b0-2530f020e992,SS1 Class A,"Fumnanya, Okeke",Female,2009-11-26,Delta,Highly active,None,Art
54170a17-caaa-4bbe-a4bb-f962606e0e1c,SS1 Class A,"Oni, Chisom",Female,2009-05-31,Ogun,Unactive,None,Art
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,SS2 Class D,"Eniola, Emem",Female,2009-11-30,Yobe,Unactive,None,Art
ff4625af-bd20-463b-b275-b5f3d436a7a8,SS1 Class B,"Alaba, Oghenekevwe",Male,2010-02-25,Jigawa,Highly active,None,Art
17ec889c-86c1-46cb-a996-30f7af77520e,SS3 Class E,"Chi, Ife",Male,2008-10-06,Kaduna,Active,None,Art
822c4d32-6c64-4c15-aba3-01cba561e1e9,SS3 Class F,"Fumnanya, Akpofure",Male,2009-02-06,Ebonyi,Highly active,None,Art
